1 2011 1 1 6 47 53 -3.24 100.19 12 3.6 0.217
2 2011 1 1 7 52 27 2.93 98.53 112 3.3 0.783
3 2011 1 1 15 6 31 -2.83 103.88 31 3.5 0.726
4 2011 1 2 7 44 53 1.97 96.7 10 3.3 0.863
5 2011 1 2 15 19 32 -4.56 101.26 46 5.6 1.105
6 2011 1 2 17 3 44 -2.96 101.04 47 4.7 0.49
7 2011 1 3 2 21 53 -4.98 102.81 53 3.4 0.188
8 2011 1 4 0 28 31 -0.64 99.03 10 3.7 0.691
9 2011 1 4 13 21 34 -0.19 98.84 10 4.5 0.36
10 2011 1 5 10 15 39 -2.57 99.89 25 5.3 1.796
11 2011 1 5 12 35 2 0.47 100.25 65 3.1 0.62
12 2011 1 6 2 26 5 3.46 98.46 10 4.2 1.664
13 2011 1 6 10 32 15 -5.78 103.84 23 4.2 0.354
14 2011 1 7 1 14 40 -3.91 100.05 68 4.5 1.256
15 2011 1 7 23 0 13 4.81 96.03 11 3.5 0.115
16 2011 1 8 14 41 20 -1.96 100.38 10 4.3 0.969
17 2011 1 9 9 30 0 -2.18 100.82 10 4.3 1.323
18 2011 1 9 15 29 34 2.83 98.87 158 2.6 0.679
19 2011 1 10 3 10 46 2.33 96.2 27 3.9 0.439
20 2011 1 10 20 13 15 2.1 96.41 14 4.5 1.639
21 2011 1 11 10 50 2 1.03 97.19 23 3.6 0.776
22 2011 1 11 15 23 26 -4.06 103.21 105 2.7 0.406
23 2011 1 11 15 41 37 3.08 97.18 10 2.6 0.171
24 2011 1 12 12 50 39 -3.02 99.97 28 4.3 0.388
25 2011 1 12 23 12 12 -4.65 101.63 10 4.6 0.991
26 2011 1 13 4 35 24 -3.49 99.55 33 4.7 0.535
27 2011 1 14 1 44 45 -2.41 101.56 10 4.4 1.22
28 2011 1 14 3 55 27 4.79 96.01 10 4.2 0.651
29 2011 1 14 19 49 50 -5.14 102.78 10 4.5 0.642
30 2011 1 15 11 23 53 2.4 96.3 10 5.7 0.788
31 2011 1 15 11 36 7 2.31 96.33 19 5 1.291
32 2011 1 15 11 45 21 2.31 96.35 27 5.1 1.448
33 2011 1 15 11 55 1 2.46 96.38 10 3.5 0.301
34 2011 1 15 13 46 15 2.32 96.35 92 3.2 0.796
35 2011 1 15 16 26 8 2.35 96.28 15 5.4 1.488
36 2011 1 15 17 20 49 2.4 96.24 10 4.7 0.815
37 2011 1 15 17 30 14 2.35 96.21 21 3.4 0.916
38 2011 1 15 17 49 33 2.49 96.45 101 3.1 0.548
39 2011 1 15 19 29 54 2.29 96.18 21 3 0.757
40 2011 1 16 0 24 9 2.41 96.16 10 3.7 1.104
41 2011 1 17 3 25 5 -3.79 102.87 10 3.2 1.032
42 2011 1 17 6 50 43 2.94 99.14 10 3.9 0.632
43 2011 1 17 9 13 6 -3.47 100.54 40 3.9 0.529
44 2011 1 17 11 19 25 -3.73 100.3 22 5.1 1.448
45 2011 1 17 12 23 9 2 96.66 27 4.2 0.304
46 2011 1 17 13 20 46 2.15 96.46 10 3.2 0.127
47 2011 1 17 14 6 49 -3.56 100.57 27 4.5 0.74
48 2011 1 17 14 30 27 -1.82 100.34 33 4.2 0.432
49 2011 1 17 19 20 57 -5.24 102.53 32 6.2 1.983
50 2011 1 17 21 24 21 -3.07 99.06 15 4.7 0.897
51 2011 1 18 11 33 44 2.5 96.41 10 5.7 1.071
52 2011 1 18 11 46 49 4.03 98.13 10 3.6 1.335
53 2011 1 18 12 37 56 2.45 96.14 10 4.7 0.494
54 2011 1 19 13 9 3 2.74 96.2 30 3.4 0.449
55 2011 1 22 7 34 16 2.79 95.55 10 5.3 1.245
56 2011 1 22 7 38 59 2.8 95.75 10 5.4 1.947
57 2011 1 23 9 5 35 -4.39 102.05 49 5.1 1.161
58 2011 1 25 3 8 58 0.24 98.43 69 4.8 0.388
59 2011 1 25 12 56 35 5.14 97.73 10 3.4 0.621
60 2011 1 25 16 52 27 2.68 95.63 10 4 0.448
61 2011 1 25 22 30 56 1.33 97.24 34 4 1.461
62 2011 1 26 7 21 59 2.27 98.85 69 3 0.565
63 2011 1 26 15 10 57 -3.73 101.78 63 3.5 0.534
64 2011 1 26 15 42 30 2.16 96.81 10 5.6 1.364
65 2011 1 26 16 7 39 2.15 97.18 10 3.1 0.44
66 2011 1 26 16 25 39 -3.9 101.57 10 3.5 0.453
67 2011 1 26 16 32 48 1.92 96.51 20 4 0.588
68 2011 1 28 5 44 32 -1.02 99.51 32 4.1 0.657
69 2011 1 28 5 49 19 -1.14 99.5 15 3.8 0.927
70 2011 1 28 15 45 44 2.01 96.77 19 4.7 0.657
71 2011 1 28 16 25 23 1.89 96.19 10 3.6 0.876
72 2011 1 29 11 37 59 -5.3 102.59 13 3.9 0.453
73 2011 1 29 14 58 7 -5.89 103.37 10 4.6 0.49
74 2011 1 30 6 37 36 0.26 97.2 40 3.1 0.509
75 2011 1 30 9 46 4 -2.74 99.98 15 4.2 0.35
76 2011 1 30 11 7 35 -2.81 100.02 30 3.9 0.469
77 2011 1 30 11 54 19 -4.55 101.14 114 4.9 0.794
78 2011 1 30 11 54 52 -2.66 99.99 17 3.8 0.297
79 2011 1 30 15 49 44 4.8 96.06 10 4.9 0.905
80 2011 1 30 16 49 34 2.53 98.9 141 3.1 1.522
81 2011 1 30 17 5 42 -2.81 100.06 19 4.6 0.765
82 2011 1 31 18 29 20 -3.48 101.53 27 4.7 1.084
83 2011 1 31 22 12 40 2.58 95.99 46 4.1 0.128
84 2011 1 31 22 38 4 0.98 97.99 26 3.1 0.543
85 2011 2 1 0 8 11 -0.45 99.09 64 3.4 0.245
86 2011 2 1 1 24 26 -4.47 102.65 32 2.9 0.315
87 2011 2 1 3 6 29 -5.72 103.26 10 3.4 0.706
88 2011 2 1 14 32 44 -1.92 99.27 29 3.6 0.792
89 2011 2 2 10 23 19 4.56 96.49 13 3.7 0.842
90 2011 2 2 16 15 2 -1.41 100.61 91 2.7 0.611
91 2011 2 2 17 19 36 -0.74 99.83 64 3.4 0.237
92 2011 2 2 22 38 11 2.01 96.68 26 3.6 0.307
93 2011 2 3 5 39 36 3.39 95.78 16 4.7 0.473
94 2011 2 3 16 59 6 2.66 96.28 10 3.6 0.408
95 2011 2 3 18 2 45 -4.98 103.02 44 3.3 0.182
96 2011 2 4 6 1 11 -1.08 99.93 24 3.6 0.246
97 2011 2 4 16 59 44 -0.49 100.38 10 3.2 0.792
98 2011 2 4 19 53 59 -4.56 103.72 10 3.4 0.755
99 2011 2 5 3 36 57 -1.33 99.54 10 3.3 1.314
100 2011 2 5 5 36 48 -0.23 98.58 10 3.4 0.775
101 2011 2 5 7 46 4 -4.05 103.87 36 3 1.283
102 2011 2 6 3 20 58 0.36 97.86 10 3.2 1.154
103 2011 2 6 14 25 55 -5.22 104.57 100 4.2 0.78
104 2011 2 6 20 25 46 2.86 98.97 177 4.3 0.737
105 2011 2 7 8 8 37 0.77 98.73 68 5.3 1.95
106 2011 2 9 5 37 26 1.38 97.11 10 3.7 0.904
107 2011 2 9 10 43 13 2.39 98.76 32 2.5 0.761
108 2011 2 10 13 4 16 3.26 98.55 64 2.4 0
109 2011 2 10 14 52 9 -1.72 99.67 51 4.3 0.635
110 2011 2 10 17 31 23 -5.79 105.73 39 2.9 0.14
111 2011 2 10 17 34 58 2.45 99.12 113 2.8 0.628
112 2011 2 10 20 35 4 0.21 96.88 51 2.9 1.017
113 2011 2 10 23 30 25 -3.07 100.15 27 3.3 0.375
114 2011 2 11 1 43 57 2.91 98.18 10 2.5 0.971
115 2011 2 11 2 16 47 5.1 97.28 32 2.7 0.251
116 2011 2 11 3 35 19 0.47 94.87 101 4.5 0.889
117 2011 2 11 5 42 51 1.47 97.13 11 4.2 0.685
118 2011 2 11 22 57 1 -4.11 102.47 16 3.5 1.209
119 2011 2 12 13 42 3 -3.42 101.69 30 4.1 0.516
120 2011 2 12 17 15 0 -2.98 100.73 109 4 0.584
121 2011 2 13 12 13 33 2.5 95.99 10 4.3 0.214
122 2011 2 13 12 20 2 -4.5 104.74 204 3.4 0.395
123 2011 2 13 16 29 0 -4.8 102.08 10 3.5 0.372
124 2011 2 13 20 57 1 -4.63 102.02 13 3.6 0.107
125 2011 2 14 0 37 15 -0.03 100.15 10 3.6 0.416
126 2011 2 14 7 53 48 2.65 99.01 32 2.9 0.473
127 2011 2 14 8 6 29 -3.62 99.88 187 3.9 1.162
128 2011 2 14 8 12 29 -0.36 100.34 10 3.2 0.791
129 2011 2 14 9 15 35 -0.34 100.36 10 3.8 0.626
130 2011 2 15 12 52 2 -5.79 103.84 17 4.5 0.762
131 2011 2 15 18 14 19 -5.86 103.83 10 4.4 1.609
132 2011 2 15 19 20 54 -5.84 104.72 70 3.8 0.809
133 2011 2 15 22 54 57 -3.85 99.5 24 4.1 0.426
134 2011 2 16 3 49 43 1.69 98.54 101 3.1 0.802
135 2011 2 16 11 40 17 -1.8 100.38 10 3 0.192
136 2011 2 16 23 29 57 4.48 96.24 10 3.1 0.455
137 2011 2 18 1 24 42.1 -3.8 106.16 118 4.6 1.11
138 2011 2 18 4 46 0.1 2.41 96.23 12 4.3 0.327
139 2011 2 18 23 12 6.8 1.92 97.75 51 5 1.386
140 2011 2 19 0 46 39.3 -1.49 100.37 30 3.8 0.297
141 2011 2 19 10 32 46.4 -0.04 100.22 10 2.8 0.69
142 2011 2 19 19 11 57.2 -3.77 99.43 29 4.5 1.188
143 2011 2 19 22 5 44.3 4.61 93.48 303 4.1 1.876
144 2011 2 20 10 49 8.5 2.03 96.61 21 4 0.553
145 2011 2 20 14 32 22.9 1.33 97.1 26 5.1 0.752
146 2011 2 20 16 42 56.1 1.52 97.86 108 2.4 0.488
147 2011 2 21 4 54 9.3 3.39 96.46 10 3 1.06
148 2011 2 22 1 16 44.1 2.6 98.93 156 3.8 0.356
149 2011 2 22 2 46 33.4 -5.67 104.17 68 3.6 0.424
150 2011 2 22 10 55 24.6 0.18 96.81 23 3.1 0.578
151 2011 2 24 2 0 40.8 -5.21 103.03 20 4.3 0.294
152 2011 2 24 13 30 42.6 -2.7 101.17 10 3.5 0.427
153 2011 2 25 6 16 25.1 -5.73 103.86 28 3.5 0.423
154 2011 2 25 16 18 43.1 -4.61 102.35 27 3 0.069
155 2011 2 25 16 44 19.4 -0.77 100 61 4.1 0.333
156 2011 2 25 22 8 38.9 -2.98 100.97 30 4.8 1.85
157 2011 2 27 2 7 44.7 1.92 99.01 108 3.2 0.216
158 2011 2 28 15 50 37.1 -3.63 99.86 30 4.1 0
159 2011 2 28 23 10 28.3 3.93 96.07 50 4.9 0.435
160 2011 3 1 5 42 10.9 2.04 96.52 50 3.5 0.487
161 2011 3 2 5 41 36.7 -4.48 101.5 10 3.8 0.508
162 2011 3 2 8 39 45.1 1.36 97.28 75 3.1 0.055
163 2011 3 3 4 30 14.3 -4.54 100.97 10 4.8 0.958
164 2011 3 3 9 53 36.6 -2.9 100.06 27 4.3 0.835
165 2011 3 3 12 25 7.3 -1.06 100.27 124 2.8 0
