1 2011 1 1 6 47 53.570 -3.226764 100.180293 8.402 3.6 0.969
4 2011 1 2 7 44 53.260 2.000254 96.749619 2.354 3.3 0.969
5 2011 1 2 15 19 32.000 -4.559905 101.259169 45.643 5.6 0.946
6 2011 1 2 17 3 44.050 -2.957765 101.029974 44.459 4.7 1.036
10 2011 1 5 10 15 38.010 -2.617952 99.891154 17.960 5.3 0.479
12 2011 1 6 2 26 4.920 3.457288 98.459466 9.733 4.2 1.009
16 2011 1 8 14 41 19.970 -1.958571 100.378512 10.581 4.3 1.158
17 2011 1 9 9 29 60.000 -2.180092 100.818819 9.962 4.3 0.873
18 2011 1 9 15 29 34.130 2.808239 98.864202 158.948 2.6 0.592
19 2011 1 10 3 10 46.490 2.325244 96.246115 28.140 3.9 1.129
21 2011 1 11 10 50 2.170 1.023828 97.217324 21.604 3.6 0.540
24 2011 1 12 12 50 38.950 -3.014523 99.939497 29.782 4.3 0.290
26 2011 1 13 4 35 24.270 -3.460129 99.565765 34.408 4.7 0.874
27 2011 1 14 1 44 45.070 -2.406093 101.550953 8.932 4.4 1.279
30 2011 1 15 11 23 52.370 2.364657 96.265819 10.762 5.7 0.744
31 2011 1 15 11 36 6.760 2.295887 96.308516 21.745 5.0 0.853
32 2011 1 15 11 45 19.390 2.294445 96.279906 20.365 5.1 1.008
35 2011 1 15 16 26 6.790 2.270990 96.247392 16.563 5.4 0.684
36 2011 1 15 17 20 49.200 2.405534 96.265092 8.710 4.7 0.727
37 2011 1 15 17 30 14.820 2.367134 96.253821 16.524 3.4 1.157
39 2011 1 15 19 29 54.620 2.314695 96.221963 19.612 3.0 0.973
40 2011 1 16 0 24 9.680 2.384683 96.226458 10.936 3.7 1.030
43 2011 1 17 9 13 6.000 -3.470110 100.540069 39.972 3.9 0.619
45 2011 1 17 12 23 9.890 2.013528 96.684438 25.189 4.2 0.548
47 2011 1 17 14 6 49.000 -3.559919 100.569941 27.019 4.5 0.619
48 2011 1 17 14 30 27.050 -1.824960 100.340727 32.737 4.2 0.700
49 2011 1 17 19 20 56.980 -5.239720 102.531135 32.303 6.2 0.537
51 2011 1 18 11 33 43.410 2.416305 96.357353 14.846 5.7 0.369
53 2011 1 18 12 37 55.710 2.405249 96.145569 8.983 4.7 0.663
55 2011 1 22 7 34 16.190 2.780557 95.539843 8.682 5.3 0.680
56 2011 1 22 7 38 58.890 2.773799 95.757123 9.807 5.4 1.313
57 2011 1 23 9 5 35.040 -4.387547 102.048240 46.748 5.1 0.953
60 2011 1 25 16 52 27.100 2.676601 95.632530 10.139 4.0 0.957
61 2011 1 25 22 30 55.740 1.363778 97.196863 36.443 4.0 1.214
64 2011 1 26 15 42 28.330 2.058028 96.699065 16.990 5.6 0.974
67 2011 1 26 16 32 48.120 1.925196 96.508179 25.182 4.0 0.999
69 2011 1 28 5 49 18.670 -1.147604 99.475551 22.812 3.8 0.894
70 2011 1 28 15 45 44.370 1.989016 96.749673 29.549 4.7 0.613
71 2011 1 28 16 25 22.700 1.902010 96.188573 8.000 3.6 0.780
75 2011 1 30 9 46 3.500 -2.731009 99.971081 10.210 4.2 0.342
76 2011 1 30 11 7 35.490 -2.796893 99.991177 25.474 3.9 0.489
78 2011 1 30 11 54 52.510 -2.664546 99.979400 16.394 3.8 0.446
79 2011 1 30 15 49 43.980 4.800360 96.057798 10.033 4.9 0.836
80 2011 1 30 16 49 34.190 2.514555 98.923163 142.621 3.1 1.501
81 2011 1 30 17 5 41.470 -2.821166 100.058564 17.705 4.6 0.501
82 2011 1 31 18 29 20.050 -3.480653 101.528432 26.118 4.7 0.926
85 2011 2 1 0 8 11.190 -0.463865 99.082297 69.522 3.4 0.854
89 2011 2 2 10 23 19.100 4.560665 96.485707 12.515 3.7 0.941
91 2011 2 2 17 19 36.060 -0.752318 99.832276 64.705 3.4 0.619
92 2011 2 2 22 38 11.870 2.005079 96.702963 30.346 3.6 0.653
94 2011 2 3 16 59 6.080 2.654470 96.275764 8.317 3.6 1.330
96 2011 2 4 6 1 11.000 -1.080375 99.929374 24.850 3.6 0.848
97 2011 2 4 16 59 43.930 -0.484120 100.386732 9.729 3.2 0.865
99 2011 2 5 3 36 56.420 -1.315366 99.459672 12.167 3.3 0.911
104 2011 2 6 20 25 46.130 2.847030 98.964191 177.692 4.3 0.507
105 2011 2 7 8 8 37.000 0.770248 98.728975 67.877 5.3 0.558
106 2011 2 9 5 37 25.670 1.365345 97.111269 2.690 3.7 0.999
117 2011 2 11 5 42 51.350 1.475070 97.139650 10.489 4.2 1.192
119 2011 2 12 13 42 3.020 -3.422434 101.688973 30.036 4.1 0.764
128 2011 2 14 8 12 28.990 -0.354022 100.341381 10.658 3.2 0.841
129 2011 2 14 9 15 34.910 -0.341184 100.360725 11.734 3.8 0.699
133 2011 2 15 22 54 57.000 -3.819270 99.521100 24.363 4.1 0.747
135 2011 2 16 11 40 17.250 -1.805794 100.366447 8.124 3.0 0.773
140 2011 2 19 0 46 39.250 -1.486062 100.371830 29.221 3.8 0.718
142 2011 2 19 19 11 56.750 -3.776567 99.466810 34.926 4.5 1.104
144 2011 2 20 10 49 8.400 2.005271 96.620073 25.813 4.0 0.609
145 2011 2 20 14 32 22.720 1.316061 97.099283 31.293 5.1 0.717
148 2011 2 22 1 16 44.000 2.592139 98.908427 154.351 3.8 0.914
155 2011 2 25 16 44 19.320 -0.768845 100.000491 61.483 4.1 0.632
156 2011 2 25 22 8 38.690 -2.976552 100.991037 32.908 4.8 1.191
157 2011 2 27 2 7 44.660 1.917761 99.008635 107.342 3.2 0.422
160 2011 3 1 5 42 10.990 2.056801 96.535831 50.319 3.5 0.643
163 2011 3 3 4 30 14.260 -4.539309 100.973438 10.386 4.8 1.169
164 2011 3 3 9 53 36.430 -2.905771 100.049495 25.628 4.3 0.506
166 2011 3 4 8 7 35.030 1.595115 99.571318 164.917 3.8 0.639
170 2011 3 6 4 2 53.650 4.657119 95.954338 12.514 3.6 0.986
173 2011 3 6 14 10 36.600 2.729990 95.651696 22.747 4.6 0.954
174 2011 3 6 20 55 44.000 2.115610 96.621324 42.332 3.6 0.588
177 2011 3 8 8 0 59.670 0.407281 98.165792 8.763 3.4 0.896
184 2011 3 16 6 34 37.340 3.357395 98.536821 14.584 2.4 0.825
186 2011 3 19 2 33 46.550 0.818939 97.434961 29.662 5.5 0.978
187 2011 3 20 4 35 48.880 1.993441 96.207049 54.399 3.0 0.690
188 2011 3 20 5 55 35.020 2.500703 96.701701 11.108 3.7 2.140
189 2011 3 20 15 30 25.070 1.878725 99.120699 4.813 3.7 1.520
190 2011 3 20 16 16 42.750 -0.756475 99.865057 46.442 4.6 0.598
